,pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2
236,Kepler-163,c,2014,295.002819,46.987328000000005,,2455004.7359,0.00225,-0.00225,1,0.1569,2,0,1,Kepler,,,,,,,,0.92,0.38,-0.38,5776.0,200.0,-200.0,14.415,13.194,12.85,0.152,,,0.20199999999999999,0.084,-0.084,0.018,,,,21.347262,8.1e-05,-8.1e-05,,,
237,Kepler-164,b,2014,287.780828,47.629913,,2454965.65465,0.0033799999999999998,-0.0033799999999999998,1,0.0687,3,0,1,Kepler,,,,,,,,1.15,0.22,-0.22,5888.0,113.0,-113.0,14.282,13.254000000000001,13.008,0.058,,,0.126,0.025,-0.025,0.00809,,,,5.03503,2.7e-05,-2.7e-05,,,
238,Kepler-164,c,2014,287.780828,47.629913,,2455009.72046,0.00149,-0.00149,1,0.1252,3,0,1,Kepler,,,,,,,,1.15,0.22,-0.22,5888.0,113.0,-113.0,14.282,13.254000000000001,13.008,0.097,,,0.244,0.046,-0.046,0.0249,,,,10.945723,2.9e-05,-2.9e-05,,,
239,Kepler-164,d,2014,287.780828,47.629913,,2454967.7826799997,0.0033799999999999998,-0.0033799999999999998,1,0.1435,3,0,1,Kepler,,,,,,,,1.15,0.22,-0.22,5888.0,113.0,-113.0,14.282,13.254000000000001,13.008,0.187,,,0.21899999999999997,0.042,-0.042,0.0207,,,,28.986769,0.000162,-0.000162,,,
240,Kepler-165,b,2014,280.691016,47.809734999999996,,2455009.70113,0.00176,-0.00176,1,0.1195,2,0,1,Kepler,,,,,,,,0.77,0.47,-0.47,5211.0,200.0,-200.0,14.802,13.43,12.925999999999998,0.072,,,0.207,0.126,-0.126,0.0189,,,,8.180848,2.6e-05,-2.6e-05,,,
241,Kepler-165,c,2014,280.691016,47.809734999999996,,2455004.79196,0.0019199999999999998,-0.0019199999999999998,1,0.1262,2,0,1,Kepler,,,,,,,,0.77,0.47,-0.47,5211.0,200.0,-200.0,14.802,13.43,12.925999999999998,0.11,,,0.19899999999999998,0.12,-0.12,0.0176,,,,15.31299,5.7e-05,-5.7e-05,,,
242,Kepler-166,b,2014,293.160171,48.881190999999994,,2455004.9714900004,0.00088,-0.00088,1,0.1145,3,0,1,Kepler,,,,,,,,0.74,0.38,-0.38,5413.0,200.0,-200.0,14.700999999999999,13.345999999999998,12.940999999999999,0.072,,,0.203,0.10400000000000001,-0.10400000000000001,0.0182,,,,7.650254,1.2e-05,-1.2e-05,,,
243,Kepler-166,c,2014,293.160171,48.881190999999994,,2455016.22653,0.0020800000000000003,-0.0020800000000000003,1,0.2017,3,0,1,Kepler,,,,,,,,0.74,0.38,-0.38,5413.0,200.0,-200.0,14.700999999999999,13.345999999999998,12.940999999999999,0.195,,,0.212,0.11,-0.11,0.0197,,,,34.260281,0.000124,-0.000124,,,
263,Kepler-18,b,2011,298.07943900000004,44.746321,0.0254,2454966.5068,0.0021,-0.0021,1,0.0865,3,0,1,Kepler,84.92,0.26,-0.26,,0.97,0.04,-0.04,1.11,0.05,-0.05,5345.0,100.0,-100.0,13.549000000000001,12.189,11.873,0.0447,0.0006,-0.0006,0.17800000000000002,0.009000000000000001,-0.009000000000000001,0.022,0.011,-0.011,,3.504725,2.8e-05,-2.8e-05,0.0,,
264,Kepler-18,c,2011,298.07943900000004,44.746321,0.22866,2455167.0883,0.0023,-0.0023,1,0.1453,3,0,1,Kepler,87.68,0.22,-0.22,,0.97,0.04,-0.04,1.11,0.05,-0.05,5345.0,100.0,-100.0,13.549000000000001,12.189,11.873,0.0752,0.0011,-0.0011,0.49,0.023,-0.023,0.054,0.006,-0.006,,7.64159,3e-05,-3e-05,0.0,,
265,Kepler-18,d,2011,298.07943900000004,44.746321,0.3265,2455169.1776,0.0013,-0.0013,1,0.1533,3,0,1,Kepler,88.07,0.1,-0.1,,0.97,0.04,-0.04,1.11,0.05,-0.05,5345.0,100.0,-100.0,13.549000000000001,12.189,11.873,0.1172,0.0017,-0.0017,0.623,0.028999999999999998,-0.028999999999999998,0.052,0.004,-0.004,,14.85888,4e-05,-4e-05,0.0,,
266,Kepler-19,b,2011,290.420839,37.851786,,,,,1,,3,0,1,Kepler,,,,59.1,0.94,0.04,-0.04,0.86,0.02,-0.02,5544.0,20.0,-20.0,11.898,10.719000000000001,10.375,,,,0.19699999999999998,0.004,-0.004,0.026430000000000002,0.00503,-0.00472,,9.28716,4e-05,-6e-05,0.12,0.02,-0.02
268,Kepler-20,b,2011,287.698004,42.338726,,2454967.502014,0.00025299999999999997,-0.000217,1,,6,0,1,Kepler,87.355,0.215,-1.594,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.0463,0.0009,-0.0015,0.16699999999999998,0.006,-0.003,0.03052,0.0044399999999999995,-0.004529999999999999,1105.0,3.69611525,1.15e-06,-8.7e-07,0.03,0.09,-0.03
269,Kepler-20,c,2011,287.698004,42.338726,,2454971.607955,0.000248,-0.000202,1,,6,0,1,Kepler,89.815,0.036000000000000004,-0.632,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.0949,0.0027,-0.0023,0.272,0.006,-0.005,0.040119999999999996,0.00683,-0.00705,772.0,10.85409089,3.03e-06,-2.6e-06,0.16,0.01,-0.09
270,Kepler-20,d,2011,287.698004,42.338726,,2454997.7303,0.001179,-0.001577,1,,6,0,1,Kepler,89.708,0.165,-0.053,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.3506,0.0081,-0.0101,0.245,0.006999999999999999,-0.005,0.03168,0.012490000000000001,-0.011640000000000001,401.0,77.61130017,0.00012305,-0.00011588,0.6,,
271,Kepler-20,e,2011,287.698004,42.338726,,2454968.931544,0.002223,-0.000732,1,,6,0,1,Kepler,87.632,1.085,-0.128,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.0639,0.0019,-0.0014,0.077,0.002,-0.002,0.01,,,1040.0,6.09852281,6.08e-06,-1.351e-05,0.28,,
272,Kepler-20,f,2011,287.698004,42.338726,,2454968.20706,0.006076,-0.004332,1,,6,0,1,Kepler,88.788,0.426,-0.07200000000000001,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.1396,0.0036,-0.0035,0.08900000000000001,0.004,-0.008,0.045,,,705.0,19.57758478,9.037e-05,-0.00012256,0.32,,
273,Kepler-21,b,2012,287.36181600000003,38.714016,0.006217,2456798.7188,0.0001,-0.0001,1,0.1496,1,0,1,Kepler,83.2,0.28,-0.26,-15.0,1.41,0.02,-0.03,1.9,0.02,-0.01,6305.0,50.0,-50.0,8.25,7.229,7.031000000000001,0.042717000000000005,0.0,-0.0,0.146,0.002,-0.001,0.01598,0.00541,-0.00541,2025.0,2.78578,3e-05,-3e-05,0.02,0.1,-0.1
274,Kepler-22,b,2011,289.217484,47.884464,,2454966.6983,0.0023,-0.0023,1,0.309,1,0,1,Kepler,89.764,0.025,-0.042,,0.97,0.06,-0.06,0.98,0.02,-0.02,5518.0,44.0,-44.0,11.664000000000001,10.523,10.211,0.849,0.018,-0.017,0.212,0.012,-0.012,0.113,,,262.0,289.8623,0.0016,-0.002,0.0,,
275,Kepler-23,b,2011,294.218924,49.479225,,2454971.3022,,,1,0.1988,3,0,1,Kepler,,,,,,,,1.55,0.05,-0.05,5828.0,100.0,-100.0,13.437999999999999,12.353,12.047,0.075,,,0.17,,,0.8,,,,7.1073,,,0.06,0.26,-0.06
276,Kepler-23,c,2011,294.218924,49.479225,,2454966.2926,,,1,0.2554,3,0,1,Kepler,,,,,,,,1.55,0.05,-0.05,5828.0,100.0,-100.0,13.437999999999999,12.353,12.047,0.099,,,0.285,,,2.7,,,,10.7421,,,0.02,0.39,-0.02
277,Kepler-23,d,2014,294.218924,49.479225,,2454980.58253,0.00387,-0.00387,1,0.2539,3,0,1,Kepler,,,,,,,,1.55,0.05,-0.05,5828.0,100.0,-100.0,13.437999999999999,12.353,12.047,0.124,,,0.196,0.008,-0.008,0.055,0.043,-0.037,,15.274299,0.000104,-0.000104,0.08,0.24,-0.08
280,55 Cnc,e,2004,133.149216,28.330818,,2455733.013,0.007,-0.007,1,,5,0,0,McDonald Observatory,83.3,0.9,-0.8,,0.91,0.01,-0.01,0.94,0.01,-0.01,5196.0,24.0,-24.0,5.96,4.768,4.265,0.01544,9e-05,-9e-05,0.17,0.006999999999999999,-0.006999999999999999,0.025419999999999998,0.00098,-0.00098,1958.0,0.736539,7e-06,-7e-06,0.028,0.022,-0.019
296,Kepler-167,b,2014,292.65844100000004,38.345413,,2455831.78317,0.00033999999999999997,-0.00036,1,0.0979167,4,0,1,Kepler,89.33,0.47,-0.8,,0.77,0.02,-0.03,0.73,0.02,-0.01,4890.0,50.0,-50.0,14.023,12.446,11.974,0.0483,0.0017,-0.0025,0.14400000000000002,0.004,-0.004,0.0102,,,914.0,4.3931632,4.6e-06,-4.5e-06,0.0,,
297,Kepler-167,c,2014,292.65844100000004,38.345413,,2455552.15774,0.0012900000000000001,-0.00084,1,0.1144167,4,0,1,Kepler,89.3,0.36,-0.43,,0.77,0.02,-0.03,0.73,0.02,-0.01,4890.0,50.0,-50.0,14.023,12.446,11.974,0.0684,0.024,-0.0035,0.138,0.004,-0.004,0.00949,,,768.0,7.406114,1.2e-05,-1.1e-05,0.0,,
298,Kepler-168,b,2014,294.710165,39.825103999999996,,2454967.56055,0.00371,-0.00371,1,0.1464,2,0,1,Kepler,,,,,,,,1.11,0.5,-0.5,6282.0,200.0,-200.0,14.606,13.49,13.257,0.056,,,0.13,0.059000000000000004,-0.059000000000000004,0.00859,,,,4.425391,3.3e-05,-3.3e-05,,,
299,Kepler-168,c,2014,294.710165,39.825103999999996,,2455008.60934,0.0021100000000000003,-0.0021100000000000003,1,0.2057,2,0,1,Kepler,,,,,,,,1.11,0.5,-0.5,6282.0,200.0,-200.0,14.606,13.49,13.257,0.116,,,0.24,0.10800000000000001,-0.10800000000000001,0.0242,,,,13.193242,4.9e-05,-4.9e-05,,,
300,Kepler-169,b,2014,285.999891,40.919329,,2454966.69209,0.00232,-0.00232,1,0.089,5,0,1,Kepler,,,,,,,,0.76,0.05,-0.05,4997.0,100.0,-100.0,14.194,12.729000000000001,12.283,0.04,,,0.10099999999999999,0.006999999999999999,-0.006999999999999999,0.00474,,,,3.250619,1.3e-05,-1.3e-05,,,
301,Kepler-169,c,2014,285.999891,40.919329,,2454967.71616,0.00275,-0.00275,1,0.1273,5,0,1,Kepler,,,,,,,,0.76,0.05,-0.05,4997.0,100.0,-100.0,14.194,12.729000000000001,12.283,0.062,,,0.10800000000000001,0.006999999999999999,-0.006999999999999999,0.00606,,,,6.195469,2.9e-05,-2.9e-05,,,
302,Kepler-169,d,2014,285.999891,40.919329,,2454969.84117,0.00249,-0.00249,1,0.1163,5,0,1,Kepler,,,,,,,,0.76,0.05,-0.05,4997.0,100.0,-100.0,14.194,12.729000000000001,12.283,0.075,,,0.11199999999999999,0.008,-0.008,0.0066,,,,8.348125,4.1e-05,-4.1e-05,,,
303,Kepler-169,e,2014,285.999891,40.919329,,2455007.8106400003,0.00145,-0.00145,1,0.1213,5,0,1,Kepler,,,,,,,,0.76,0.05,-0.05,4997.0,100.0,-100.0,14.194,12.729000000000001,12.283,0.105,,,0.196,0.026000000000000002,-0.026000000000000002,0.0172,,,,13.767102,3.4e-05,-3.4e-05,,,
304,Kepler-169,f,2014,285.999891,40.919329,,2455020.3184,0.0027600000000000003,-0.0027600000000000003,1,0.263,5,0,1,Kepler,,,,,,,,0.76,0.05,-0.05,4997.0,100.0,-100.0,14.194,12.729000000000001,12.283,0.359,,,0.23,0.021,-0.021,0.0226,,,,87.090195,0.000406,-0.000406,,,
305,Kepler-170,b,2014,284.52119300000004,41.629604,,2455002.51582,0.00106,-0.00106,1,0.1533,2,0,1,Kepler,,,,,,,,1.03,0.06,-0.06,5679.0,57.0,-57.0,14.387,13.142999999999999,12.773,0.08,,,0.285,0.02,-0.02,0.26,0.212,-0.196,,7.930592,1.4e-05,-1.4e-05,,,
306,Kepler-170,c,2014,284.52119300000004,41.629604,,2455013.20177,0.0016899999999999999,-0.0016899999999999999,1,0.175,2,0,1,Kepler,,,,,,,,1.03,0.06,-0.06,5679.0,57.0,-57.0,14.387,13.142999999999999,12.773,0.131,,,0.255,0.015,-0.015,0.0269,,,,16.665863,5.3e-05,-5.3e-05,,,
307,Kepler-171,b,2014,296.77191400000004,41.755537,,2455002.71415,0.00098,-0.00098,1,0.1142,3,0,1,Kepler,,,,,,,,0.84,0.38,-0.38,5642.0,200.0,-200.0,14.883,13.585999999999999,13.231,0.05,,,0.209,0.094,-0.094,0.0191,,,,4.166972,7e-06,-7e-06,,,
308,Kepler-171,c,2014,296.77191400000004,41.755537,,2454970.38428,0.0013800000000000002,-0.0013800000000000002,1,0.1069,3,0,1,Kepler,,,,,,,,0.84,0.38,-0.38,5642.0,200.0,-200.0,14.883,13.585999999999999,13.231,0.098,,,0.228,0.10300000000000001,-0.10300000000000001,0.0223,,,,11.463462,2.6e-05,-2.6e-05,,,
309,Kepler-171,d,2014,296.77191400000004,41.755537,,2455001.11922,0.01042,-0.01042,1,0.2631,3,0,1,Kepler,,,,,,,,0.84,0.38,-0.38,5642.0,200.0,-200.0,14.883,13.585999999999999,13.231,0.223,,,0.16899999999999998,0.08,-0.08,0.0133,,,,39.595519,0.000699,-0.000699,,,
310,Kepler-172,b,2014,283.368413,41.821857,,2455002.9034,0.00119,-0.00119,1,0.1081,4,0,1,Kepler,,,,,,,,1.08,0.19,-0.19,5526.0,100.0,-100.0,14.532,13.17,12.883,0.04,,,0.21,0.037000000000000005,-0.037000000000000005,0.0193,,,,2.940309,7e-06,-7e-06,,,
